автоваго́н	avtovahón	[ɐu̯tɔu̯ɐˈɦɔn]
автовакци́на	avtovakcýna	[ɐu̯tɔu̯ɐˈkt͡sɪnɐ]
автованта́жник	avtovantážnyk	[ɐu̯tɔu̯ɐnˈtɑʒnek]
автовеломотого́нки	avtovelomotohónky	[ɐu̯tɔu̯elɔmɔtɔˈɦɔnke]
автовиробни́к	avtovyrobnýk	[ɐu̯tɔu̯erɔˈbnɪk]
автовла́сник	avtovlásnyk	[ɐu̯tɔu̯ˈlɑsnek]
автоводі́й	avtovodíj	[ɐu̯tɔu̯oˈdʲii̯]
автоводоцисте́рна	avtovodocystérna	[ɐu̯tɔu̯ɔdɔt͡seˈstɛrnɐ]
автовокза́л	avtovokzál	[ɐu̯tɔu̯ɔˈɡzɑl]
автогальмо́	avtohalʹmó	[ɐu̯tɔɦɐlʲˈmɔ]
автогара́ж	avtoharáž	[ɐu̯tɔɦɐˈrɑʒ]
автогемотерапі́я	avtohemoterapíja	[ɐu̯tɔɦemɔterɐˈpʲijɐ]
автоге́н	avtohén	[ɐu̯tɔˈɦɛn]
автогене́з	avtohenéz	[ɐu̯tɔɦeˈnɛz]
автоге́нник	avtohénnyk	[ɐu̯tɔˈɦɛnːek]
автомобі́ль	avtomobílʹ	[ɐu̯tɔmoˈbʲilʲ]
а́втор	ávtor	[ˈɑu̯tɔr]
ага́ва	aháva	[ɐˈɦɑu̯ɐ]
ад'юта́нт	adʺjutánt	[ɐdjʊˈtɑnt]
адміністра́ція	administrácija	[ɐdʲmʲinʲiˈstrɑt͡sʲijɐ]
аеродро́м	aerodróm	[ɐerɔˈdrɔm]
аеролі́т	aerolít	[ɐeroˈlʲit]
аеропо́рт	aeropórt	[ɐerɔˈpɔrt]
а́збука	jazʺbuka	[ˈɑzbʊkɐ]
акаде́мія	akadémija	[ɐkɐˈdɛmʲijɐ]
ака́ція	akácija	[ɐˈkɑt͡sʲijɐ]
аква́ріум	akvárium	[ɐˈkʋɑrʲiʊm]
акт	akt	[ˈɑkt]
аку́ла	akúla	[ɐˈkulɐ]
а́кція	ákcija	[ˈɑkt͡sʲijɐ]
але́	alé	[ɐˈlɛ]
алфа́ві́т	alfavytʺ	[ɐlfɐˈu̯ʲit]
альбатро́с	alʹbatrós	[ɐlʲbɐˈtrɔs]
альфабе́т	alfabet	[ɐlʲfɐˈbɛt]
Аме́рика	Améryka	[ɐˈmɛrekɐ]
американіза́ція	amerykanizácija	[ɐmerekɐnʲiˈzɑt͡sʲijɐ]
американі́зм	amerykanízm	[ɐmerekɐˈnʲizm]
америка́нець	amerykánecʹ	[ɐmereˈkɑnet͡sʲ]
америка́нка	amerykánka	[ɐmereˈkɑnkɐ]
америка́нський	amerykánsʹkyj	[ɐmereˈkɑnʲsʲkei̯]
ана́ліз	análiz	[ɐˈnɑlʲiz]
Анастасі́я	Anastasíja	[ɐnɐstɐˈsʲijɐ]
Ангелі́на	Anhelína	[ɐnɦeˈlʲinɐ]
англі́єць	anhlíjecʹ	[ɐnˈɦlʲijet͡sʲ]
англі́йка	anhlíjka	[ɐnˈɦlʲii̯kɐ]
англі́йський	Ánhlija	[ɐnˈɦlʲii̯sʲkei̯]
англіка́нство	anhlikánstvo	[ɐnɦlʲiˈkɑnstwɔ]
англіци́зм	anhlicýzm	[ɐnɦlʲiˈt͡sɪzm]
А́нглія	Ánhlija	[ˈɑnɦlʲijɐ]
анекдо́т	anekdót	[ɐneˈɡdɔt]
зи́мородок	zýmorodok	[ˈzɪmɔrɔdɔk]
леле́ка	leléka	[leˈlɛkɐ]
Львів	Lʹviv	[lʲˈʋʲiu̯]
кия́нин	kyjányn	[keˈjɑnen]
кна́йпа	knájpa	[ˈknɑi̯pɐ]
число́	čysló	[t͡ʃeˈslɔ]
лише́	lyšé	[leˈʃɛ]
глід	hlid	[ˈɦlʲid]
берескле́т	bruslýna	[bereˈsklɛt]
	porá róku	[seˈzɔn]
ка́федра	káfedra	[ˈkɑfedrɐ]
ва́ше	váše	[ˈʋɑʃe]
украї́нець	ukrajínecʹ	[ʊkrɐˈjinet͡sʲ]
Я́ків	Jákiv	/ˈjɑkiu̯/
вона́	voná	[wɔˈnɑ]
воно́	vonó	[wɔˈnɔ]
вони́	voný	[wɔˈnɪ]
горі́лки	horílky	/ɦoˈrilkɪ/
англі́йський	Ánhlija	[ɐnˈɦlʲii̯sʲkei̯]
депута́т	deputát	[depʊˈtɑt]
А́нна	Ánna	[ˈɑnːɐ]
антаркти́чний	antarktýčnyj	[ɐntɐrˈktɪt͡ʃnei̯]
апо́стро́ф	apóstróf	[ɐˈpɔstrɔf]
аркти́чний	arktýčnyj	[ɐrˈktɪt͡ʃnei̯]
а́рмія	ármija	[ˈɑrmʲijɐ]
арфі́ст	arfíst	[ɐrˈfʲist]
арфі́стка	arfístka	[ɐrˈfʲistkɐ]
а́рфа	árfa	[ˈɑrfɐ]
Арфу́ш	Arfúš	[ɐrˈfuʃ]
архаїза́ція	arxajizácija	[ɐrxɐjiˈzɑt͡sʲijɐ]
архаї́зм	arxajízm	[ɐrxɐˈjizm]
архо́нт	arxónt	[ɐrˈxɔnt]
Асі́я	Asíja	[ɐˈsʲijɐ]
асиміля́ція	asymiljácija	[ɐsemʲiˈlʲɑt͡sʲijɐ]
асимпто́та	asymptóta	[ɐsemˈptɔtɐ]
асисте́нт	asystént	[ɐseˈstɛnt]
асисте́нтка	asysténtka	[ɐseˈstɛntkɐ]
асоціа́ція	asociácija	[ɐsɔt͡sʲiˈɑt͡sʲijɐ]
атланти́чний	atlantýčnyj	[ɐtlɐnˈtɪt͡ʃnei̯]
а́ґрус	ágrus	[ˈɑɡrʊs]
аґрусі́вка	agrusívka	[ɐɡrʊˈsʲiu̯kɐ]
бібліома́нія	bibliománija	[bʲiblʲiɔˈmɑnʲijɐ]
бібліоте́кар	bibliotékar	[bʲiblʲiɔˈtɛkɐr]
бібліоте́карка	bibliotékarka	[bʲiblʲiɔˈtɛkɐrkɐ]
бібліофі́л	bibliofíl	[bʲiblʲioˈfʲil]
Бі́блія	Bíblija	[ˈbʲiblʲijɐ]
бік	bik	[ˈbʲik]
Білору́сь	Bilorúsʹ	[bʲiloˈrusʲ]
біоло́гія	biolóhija	[bʲiɔˈlɔɦʲijɐ]
біомеха́ніка	biomexánika	[bʲiɔmeˈxɑnʲikɐ]
біомоле́кула	bio-	[bʲiɔmɔˈlɛkʊlɐ]
бірюзо́вий	birjuzóvyj	[bʲirʲʊˈzɔu̯ei̯]
бабу́ся	bába	[bɐˈbusʲɐ]
бага́то	baháto	[bɐˈɦɑtɔ]
багатоповерхо́вий	bahatopoverxóvyj	[bɐɦɐtɔpɔu̯erˈxɔu̯ei̯]
багряний	bahrjanyj	[bɐɦrʲɐnei̯]
бажа́ння	bažánnja	[bɐˈʒɑnʲːɐ]
ба́за	báza	[ˈbɑzɐ]
байт	bajt	[ˈbɑi̯t]
баклажа́н	baklažán	[bɐklɐˈʒɑn]
балко́н	balkón	[bɐlˈkɔn]
банк	bank	[ˈbɑnk]
банкно́та	banknóta	[bɐnˈknɔtɐ]
ба́ня	bánja	[ˈbɑnʲɐ]
бара́н	barán	[bɐˈrɑn]
ба́рва	bárva	[ˈbɑrʋɐ]
баскетбо́л	basketból	[bɐskeˈdbɔl]
ба́тьківщи́на	bátʹkivščýna	[ˈbɑtʲkʲiu̯ˈʃt͡ʃɪnɐ]
ба́тько	bátʹo	[ˈbɑtʲkɔ]
ба́чити	báčyty	[ˈbɑt͡ʃete]
бджі́лка	bdžílka	[ˈbd͡ʒʲilkɐ]
бджільни́цтво	bdžilʹnýctvo	[bd͡ʒʲilʲˈnɪt͡stwɔ]
безглуздий	bezhluzdyj	[beˈzɦluzdei̯]
бездога́нно	bezdohánno	/bɛzdoˈɦɑnːo/
безпе́ка	bezpéka	[beˈzpɛkɐ]
бе́резень	bérezenʹ	[ˈbɛrezenʲ]
бере́зовий	beréz-	[beˈrɛzɔu̯ei̯]
берескле́т	bruslýna	[bereˈsklɛt]
бе́сіда	bésida	[ˈbɛsʲidɐ]
бик	byk	[ˈbɪk]
битв	bytv	[ˈbɪtʋ]
би́твами	býtvamy	[ˈbɪtʋɐme]
би́твах	býtvax	[ˈbɪtʋɐx]
би́тво	býtvo	[ˈbɪtwɔ]
блакитний	blakytnyj	[blɐˈkɪtnei̯]
бог	boh	[ˈbɔɦ]
Богда́н	Bohdán	/boɣˈdɑn/
Бори́с	Borísʺ	[bɔˈrɪs, ˈbɔres]
боротьба́	borotʹbá	[bɔrɔˈdʲbɑ]
бо́рошно	bórošno	[ˈbɔrɔʃnɔ]
борщ	boršč	[ˈbɔrʃt͡ʃ]
брат	brat	[ˈbrɑt]
бра́ти	bráty	[ˈbrɑte]
Братисла́ва	Bratysláva	[brɐteˈslɑu̯ɐ]
бреха́ти	brexáty	[breˈxɑte]
бридки́й	brydkýj	[breˈdkɪi̯]
брусни́ця	brusnýcja	[brʊˈsnɪt͡sʲɐ]
бу́бна	búbna	[ˈbubnɐ]
буга́й	buháj	[bʊˈɦɑi̯]
будівни́цтво	budivnýctvo	[bʊdʲiu̯ˈnɪt͡stwɔ]
Бу́дда	Búdda	[ˈbudːɐ]
буди́нок	buda	[bʊˈdɪnɔk]
будь ла́ска	budʹ láska	[bʊdʲ ˈlɑskɐ]
будь-хто	bud'-xtó	/budʲˈxtɔ/
будя́к	budják	[bʊˈdʲɑk]
бузина́	buz	[bʊzeˈnɑ]
бу́ква	búkva	[ˈbukʋɐ]
була́	bulá	[bʊˈlɑ]
бу́льба	búlʹba	[ˈbulʲbɐ]
буря́к	burják	[bʊˈrʲɑk]
бюдже́т	bjudžét	[bʲʊˈd͡ʒɛt]
бюро́	bjuró	[bʲʊˈrɔ]
в тому числі	v tómu čyslí	/fˈtɔmu t͡ʃɪsˈli/
в'я́зи	vʺjázy	[ˈʋjɑze]
віве́ра	vivéra	[ʋʲiˈu̯ɛrɐ]
відмі́на	vidmína	[ʋʲiˈdʲmʲinɐ]
відмі́нювання	vidmínjuvannja	[ʋʲiˈdʲmʲinʲʊu̯ɐnʲːɐ]
віднести́	vid-	[ʋʲidneˈstɪ]
відно́сини	vidnósyny	[ʋʲiˈdnɔsene]
відповіда́льність	vidpovidaty	[ʋʲidpɔu̯ʲiˈdɑlʲnʲisʲtʲ]
ві́дповідь	vídpovidʹ	[ˈʋʲidpɔu̯ʲidʲ]
відсо́ток	vidsótok	[ʋʲiˈd͡zsɔtɔk]
відсу́тність	vidsútnistʹ	[ʋʲiˈd͡zsutʲnʲisʲtʲ]
віз	viz	[ˈʋʲiz]
війна́	vijná	[ʋʲii̯ˈnɑ]
ві́йсько	víjsʹko	[ˈʋʲii̯sʲkɔ]
Вікно́	Viknó	[ʋʲiˈknɔ]
віко́нце	vikónce	[ʋʲiˈkɔnt͡se]
він	vin	[ˈʋʲin]
ві́но	víno	[ˈʋʲinɔ]
Ві́ра	Víra	[ˈʋʲirɐ]
віск	visk	[ˈʋʲisk]
ві́тер	víter	[ˈʋʲiter]
ві́тка	vítka	[ˈʋʲitkɐ]
ві́я	víja	[ˈʋʲijɐ]
вагі́тна	vahítna	[ʋɐˈɦʲitnɐ]
вагі́тний	vaha	[ʋɐˈɦʲitnei̯]
важки́й	važkýj	[ʋɐˈʒkɪi̯]
ва́нна	vánna	[ˈʋɑnːɐ]
вантажі́вка	vantažívka	[ʋɐntɐˈʒʲiu̯kɐ]
ва́ртість	vártistʹ	[ˈʋɑrtʲisʲtʲ]
ва́тра	vátra	[ˈʋɑtrɐ]
ваш	vaš	[ˈʋɑʃ]
ва́ша	váša	[ˈʋɑʃɐ]
ва́ше	váše	[ˈʋɑʃe]
вдова́	vdová	[wdɔˈu̯ɑ]
ведмі́дь	vedmídʹ	[ʋedmʲˈidʲ]
ве́жа	véža	[ˈʋɛʒɐ]
везти́	veztý	[ʋeˈztɪ]
вели́кий	velýkyj	[ʋeˈlɪkei̯]
велосипе́д	velosypéd	[ʋelɔseˈpɛd]
велосипеди́ст	velosypedýst	[ʋelɔsepeˈdɪst]
велосипеди́стка	velosypedýstka	[ʋelɔsepeˈdɪstkɐ]
велоспо́рт	velospórt	[ʋelɔˈspɔrt]
ве́на	véna	[ˈʋɛnɐ]
ве́рес	véres	[ˈʋɛres]
ве́ресень	veres	[ˈʋɛresenʲ]
Вероні́ка	Veroníka	[ʋeroˈnʲikɐ]
вертолі́т	vertolít	[ʋertoˈlʲit]
верф	verf	[ˈʋɛrf]
весна́	vesná	[ʋeˈsnɑ]
весняни́й	vesnjanýj	[ʋesʲnʲɐˈnɪi̯]
		[ʋeˈstɪ]
ве́чір	véčir	[ˈʋɛt͡ʃʲir]
ви	vy	[ˈʋɪ]
ви́бір	výbir	[ˈʋɪbʲir]
ви́борець	výborecʹ	[ˈʋɪbɔret͡sʲ]
ви́бори	výbory	[ˈʋɪbɔre]
зи́мородок	zýmorodok	[ˈzɪmɔrɔdɔk]
леле́ка	leléka	[leˈlɛkɐ]
Львів	Lʹviv	[lʲˈʋʲiu̯]
кия́нин	kyjányn	[keˈjɑnen]
кна́йпа	knájpa	[ˈknɑi̯pɐ]
число́	čysló	[t͡ʃeˈslɔ]
лише́	lyšé	[leˈʃɛ]
глід	hlid	[ˈɦlʲid]
берескле́т	bruslýna	[bereˈsklɛt]
	porá róku	[seˈzɔn]
ка́федра	káfedra	[ˈkɑfedrɐ]
ва́ше	váše	[ˈʋɑʃe]
украї́нець	ukrajínecʹ	[ʊkrɐˈjinet͡sʲ]
Я́ків	Jákiv	/ˈjɑkiu̯/
вона́	voná	[wɔˈnɑ]
воно́	vonó	[wɔˈnɔ]
вони́	voný	[wɔˈnɪ]
горі́лки	horílky	/ɦoˈrilkɪ/
англі́йський	Ánhlija	[ɐnˈɦlʲii̯sʲkei̯]
депута́т	deputát	[depʊˈtɑt]
ви́гляд	výhljad	[ˈʋɪɦlʲɐd]
ви́гук	výhuk	[ˈʋɪɦʊk]
вид	vyd	[ˈʋɪd]
вида́ння	vydánnja	[ʋeˈdɑnʲːɐ]
виде́лка	-ka	[ʋeˈdɛlkɐ]
ви́дра	výdra	[ˈʋɪdrɐ]
ви́жлоктати	výžloktaty	[ˈʋɪʒlɔktɐte]
ви́жлуктати	výžluktaty	[ˈʋɪʒlʊktɐte]
ви́жлуктити	žlukto	[ˈʋɪʒlʊktete]
ви́значення	význačennja	[ˈʋɪznɐt͡ʃenʲːɐ]
ви́клад	výklad	[ˈʋɪklɐd]
викона́ння	vykonánnja	[ʋekɔˈnɑnʲːɐ]
використа́ння	vykorystánnja	[ʋekɔreˈstɑnʲːɐ]
вимо́ва	vymóva	[ʋeˈmɔu̯ɐ]
вимо́га	vymóha	[ʋeˈmɔɦɐ]
ви́нник	výnnyk	[ˈʋɪnːek]
вино́	vynó	[ʋeˈnɔ]
виногра́д	vyno	[ʋenɔˈɦrɑd]
виногра́дник	vynohrádnyk	[ʋenɔˈɦrɑdnek]
виноку́р	vynokúr	[ʋenoˈkur]
виноку́рня	vynokúrnja	[ʋenoˈkurnʲɐ]
ви́падок	výpadok	[ˈʋɪpɐdɔk]
ви́рішення	výrišennja	[ˈʋɪrʲiʃenʲːɐ]
виробни́цтво	vyrobnýctvo	[ʋerɔˈbnɪt͡stwɔ]
ви́сновок	výsnovok	[ˈʋɪsnɔu̯ɔk]
висота́	vysotá	[ʋesɔˈtɑ]
ви́трата	výtrata	[ˈʋɪtrɐtɐ]
ви́хід	výxid	[ˈʋɪxʲid]
вла́сність	vlásnistʹ	[ˈwlɑsʲnʲisʲtʲ]
вла́сник	vlastʹ	[ˈwlɑsnek]
власти́вість	vlastývyj	/vlɑsˈtɪvistʲ/
вне́сок	vnésok	[ˈwnɛsɔk]
вовк	vovk	[ˈwɔu̯k]
во́вна	vóvna	[ˈwɔu̯nɐ]
вого́нь	vohónʹ	[wɔˈɦɔnʲ]
вода́	vodá	[wɔˈdɑ]
во́день	helij	[ˈwɔdenʲ]
вокза́л	vokzál	[wɔˈɡzɑl]
во́лос	vólos	[ˈwɔlɔs]
во́ля	vólja	[ˈwɔlʲɐ]
вона́	voná	[wɔˈnɑ]
вони́	voný	[wɔˈnɪ]
воно́	vonó	[wɔˈnɔ]
во́рон	vóron	[ˈwɔrɔn]
вплив	vplyv	[ˈʍplɪu̯]
врахо́вувати	uraxóvuvaty	[wrɐˈxɔu̯ʊu̯ɐte]
втра́та	vtráta	[ˈʍtrɑtɐ]
вуж	vuž	[ˈwuʒ]
ву́зол	vúzol	[ˈwuzɔl]
вузьки́й	vuzʹkýj	[wʊˈzʲkɪi̯]
ву́лиця	vúlycja	[ˈwulet͡sʲɐ]
		
вчи́тель	včýtelʹ	[ˈʍt͡ʃɪtelʲ]
г	h	/ɦ/
гі́лка	hílka	/ˈɦilkɑ/
газе́та	hazéta	[ɦɐˈzɛtɐ]
гал	hal	[ˈɦɑl]
Гали́на	Halýna	[ɦɐˈlɪnɐ]
га́лиця	hálycja	[ˈɦɑlet͡sʲɐ]
га́рний	harʺ	[ˈɦɑrnei̯]
га́яти	hájaty	[ˈɦɑjɐte]
геро́й	herój	[ɦeˈrɔi̯]
глід	hlid	[ˈɦlʲid]
глава́	hlavá	[ɦlɐˈu̯ɑ]
глади́лка	hládyty	[ɦlɐˈdɪlkɐ]
глибина́	hlybyná	[ɦlebeˈnɑ]
го́голь	hóholʹ	[ˈɦɔɦɔlʲ]
го́лий	hólyj	/ˈɦɔlɪj/
голова́	holová	[ɦɔlɔˈu̯ɑ]
головни́й	holová	[ɦɔlɔu̯ˈnɪi̯]
голосни́й	hólos	[ɦɔlɔˈsnɪi̯]
го́луб	hólub	[ˈɦɔlʊb]
гольф	holʹf	[ˈɦɔlʲf]
горі́лка	harílka	[ɦoˈrʲilkɐ]
горі́лки	horílky	/ɦoˈrilkɪ/
горі́х	horíx	/ ɦɔˈrix/
гора́	horá	[ɦɔˈrɑ]
		[ˈɦɔrn]
горох	horox	[ɦɔˈrɔx]
господа́рство	hospodar	[ɦɔspɔˈdɑrstwɔ]
гріх	hrix	/ɦrix/
грана́та	hranáta	[ɦrɐˈnɑtɐ]
гра́ти	hráty	[ˈɦrɑte]
грець	hra	[ˈɦrɛt͡sʲ]
гре́чка	hréčka	[ˈɦrɛt͡ʃkɐ]
гриб	hryb	/ ɦrɪb/
грома́да	hromáda	[ɦrɔˈmɑdɐ]
гро́шей	hróšej	[ˈɦrɔʃei̯]
губа́	hubá	[ɦʊˈbɑ]
гуля́ти	hulja	[ɦʊˈlʲɑte]
Діа́на	Diána	[dʲiˈɑnɐ]
ді́вка	dívka	[ˈdʲiu̯kɐ]
дід	dído	[ˈdʲid]
діля́нка	diljánka	[dʲiˈlʲɑnkɐ]
ді́я	díja	[ˈdʲijɐ]
Дари́на	Darýna	[dɐˈrɪnɐ]
два	dva	[ˈdʋɑ]
двадцятиодноку́тник	dvadcjatyodnokútnyk	[dʋɐd͡zʲt͡sʲɐteɔdnoˈkutnek]
двана́дцять	dvanadcjatʹ	[dʋɐˈnɑd͡zʲt͡sʲɐtʲ]
де	de	[ˈdɛ]
дев'яси́л	dyvosýl	[deu̯jɐˈsɪl]
де́в'ять	devʺjatʹ	/ˈdɛu̯jɐc/
декілька	de-	[ˈdɛkʲilʲkɐ]
деклара́ція	deklarácija	[deklɐˈrɑt͡sʲijɐ]
декора́ція	dekorácija	[dekɔˈrɑt͡sʲijɐ]
демокра́тія	demokrátija	[demɔˈkrɑtʲijɐ]
день	denʹ	[ˈdɛnʲ]
депре́сія	deprésija	[deˈprɛsʲijɐ]
депута́т	deputát	[depʊˈtɑt]
дере́н	derén	[deˈrɛn]
держпо́зика	deržávna	[derˈʒpɔzekɐ]
десь	desʹ	/dɛsʲ/
джи́нси	džýnsy	[ˈd͡ʒɪnse]
дзвін	dzvin	[ˈd͡zʲʋʲin]
дзвіни́ця	dzvinýcja	/d͡zviˈnɪt͡sʲɑ/
дзво́ник	dzvónyk	[ˈd͡zwɔnek]
дзвони́ти	dzvonýty	[d͡zwɔˈnɪte]
дивина́	dyvyná	[deu̯eˈnɑ]
дим	dym	/dɪm/
дире́ктор	dyréktor	[deˈrɛktɔr]
диску́сія	dyskúsija	[deˈskusʲijɐ]
дискута́нт	dyskutánt	[deskʊˈtɑnt]
диспе́тчер	dyspétčer	[deˈspɛt͡ʃːer]
дити́на	dytýna	[deˈtɪnɐ]
для	dlja	[ˈdʲlʲɑ]
Дніпро́	Dněprʺ	[dʲnʲiˈprɔ]
добриве́чір	dóbryj véčir	[dɔbreˈu̯ɛt͡ʃʲir]
добриде́нь	dóbryj denʹ	[dɔbreˈdɛnʲ]
до́брий	dóbryj	[ˈdɔbrɪj]
до́брий ра́нок	dóbryj ránok	[ˈdɔbrej ˈrɑnɔk]
дові́дник	dovídnyk	/dovidˈnɪk/
дові́ра	dovíra	[dɔˈu̯ʲirɐ]
до́вгий	dóvhyj	[ˈdɔu̯ɦei̯]
до́гові́р	dóhovír	[ˈdɔɦɔˈu̯ʲir]
доктора́т	doktorát	/doktoˈrat/
до́лар	dólar	[ˈdɔlɐr]
доли́на	dolýna	[dɔˈlɪnɐ]
до́ля	dólja	[ˈdɔlʲɐ]
домініка́нський	dominikánsʹkyj	[dɔmʲinʲiˈkɑnʲsʲkei̯]
До́нальд Дак	Dónalʹd Dak	[ˈdɔnɐlʲd ˈdɑk]
Донба́с	Donbás	[dɔˈnbɑs]
Доне́ць	Donécʹ	[dɔˈnɛt͡sʲ]
допомо́га	dopomóha	/dopoˈmɔɦɑ/
до́свід	dósvid	[ˈdɔsʲʋʲid]
дося́гнення	dosjáhnennja	[dɔˈsʲɑɦnenʲːɐ]
дохі́д	doxíd	[doˈxʲid]
до́шка	dóška	[ˈdɔʃkɐ]
дро́ва	dróva	[drɔu̯ɐ]
друг	druh	[ˈdruɦ]
дружи́на	družýna	/druˈʐɪnɑ/
		
		
дурни́й	durnýj	[dʊrˈnɪi̯]
дя́кую	djákuju	[ˈdʲɑkʊjʊ]
екваторіа́льний	ekvatoriálʹnyj	[ekʋɐtɔrʲiˈɑlʲnei̯]
еконо́міка	ekonómika	[ekɔˈnɔmʲikɐ]
економі́чний	ekonomíčnyj	[ekɔnoˈmʲit͡ʃnei̯]
екску́рсія	ekskúrsija	[eˈkskursʲijɐ]
експеди́ціє	ekspedýcije	[ekspeˈdɪt͡sʲije]
експеди́цією	ekspedýcijeju	[ekspeˈdɪt͡sʲijejʊ]
експеди́цій	ekspedýcij	[ekspeˈdɪt͡sʲii̯]
експеди́цію	ekspedýciju	[ekspeˈdɪt͡sʲijʊ]
експеди́ція	ekspedýcija	[ekspeˈdɪt͡sʲijɐ]
експеди́ціям	ekspedýcijam	[ekspeˈdɪt͡sʲijɐm]
експеди́ціями	ekspedýcijamy	[ekspeˈdɪt͡sʲijɐme]
зи́мородок	zýmorodok	[ˈzɪmɔrɔdɔk]
леле́ка	leléka	[leˈlɛkɐ]
Львів	Lʹviv	[lʲˈʋʲiu̯]
кия́нин	kyjányn	[keˈjɑnen]
кна́йпа	knájpa	[ˈknɑi̯pɐ]
число́	čysló	[t͡ʃeˈslɔ]
лише́	lyšé	[leˈʃɛ]
глід	hlid	[ˈɦlʲid]
берескле́т	bruslýna	[bereˈsklɛt]
	porá róku	[seˈzɔn]
ка́федра	káfedra	[ˈkɑfedrɐ]
ва́ше	váše	[ˈʋɑʃe]
украї́нець	ukrajínecʹ	[ʊkrɐˈjinet͡sʲ]
Я́ків	Jákiv	/ˈjɑkiu̯/
вона́	voná	[wɔˈnɑ]
воно́	vonó	[wɔˈnɔ]
вони́	voný	[wɔˈnɪ]
горі́лки	horílky	/ɦoˈrilkɪ/
англі́йський	Ánhlija	[ɐnˈɦlʲii̯sʲkei̯]
депута́т	deputát	[depʊˈtɑt]
експеди́ціях	ekspedýcijax	[ekspeˈdɪt͡sʲijɐx]
експе́рт	ekspért	[eˈkspɛrt]
елеме́нт	elemént	[eleˈmɛnt]
жіно́чий	žinóčyj	[ʒʲiˈnɔt͡ʃei̯]
жіно́чий рід	žinóčyj rid	[ʒʲiˈnɔt͡ʃej rʲid]
жа́ло́	žáló	[ˈʒɑlɔ]
жало́ба	žalóba	[ʒɐˈlɔbɐ]
жарт	žart	/ʒɑrt/
житло́	žytló	/ʒɪtˈlɔ/
життя́	žyttjá	/ʒɪˈtʲːɑ/
жлу́ктити	žlukto	[ˈʒluktete]
жо́втий	žóvtyj	[ˈʒɔu̯tei̯]
жо́вчний міху́р	žóvčnyj mixúr	/ˈʒɔvt͡ʃnɪj miˈxur/
з	zi	/z/
з'їзд	zʺjizd	[ˈzjizd]
завда́ння	zavdánnja	[zɐu̯ˈdɑnʲːɐ]
завзя́ття	zavzjáttja	/zɑʋzʲɑtʲːɑ/
загро́за	zahróza	[zɐˈɦrɔzɐ]
зазвичай	zazvyčaj	[zɐzʋeˈt͡ʃɑi̯]
за́здрити	za-	[ˈzɑzdrete]
займе́нник	zajménnyk	[zɐi̯ˈmɛnːek]
за́клад	základ	[ˈzɑklɐd]
законода́вство	zakonodávstvo	[zɐkɔnɔˈdɑu̯stwɔ]
законопрое́кт	zakonoproékt	[zɐkɔnɔprɔˈɛkt]
залі́зний	zalíznyj	[zɐˈlʲiznei̯]
залі́зо	zalízo	[zɐˈlʲizɔ]
за́мок	zámok	[ˈzɑmɔk]
запита́ння	zapytánnja	[zɐpeˈtɑnʲːɐ]
запроси́ти	za-	[zɐprɔˈsɪte]
за́раз	záraz	/ˈzɑrɑz/
зарпла́та	zarpláta	[zɐrˈplɑtɐ]
заса́да	zasáda	[zɐˈsɑdɐ]
застосува́ння	zastosuvánnja	[zɐstɔsʊˈu̯ɑnʲːɐ]
засту́пник	zastupaty	[zɐˈstupnek]
за́хідний	záxidnyj	[ˈzɑxʲidnei̯]
захворі́ти	zaxvoríty	/zɑxvɔˈritɪ/
захо́плюватися	za-	[zɐˈxɔplʲʊu̯ɐtesʲɐ]
зая́ва	zajáva	[zɐˈjɑu̯ɐ]
збі́жжя	zbížžja	[ˈzʲbʲiʒʲːɐ]
збі́льшення	zbílʹšennja	[ˈzʲbʲilʲʃenʲːɐ]
збро́я	orúžžja	[ˈzbrɔjɐ]
звісно	zvidaty	[ˈzʲʋʲisnɔ]
зва́ти	zváty	/ˈzvɑtɪ/
зве́рнення	zvérnennja	[ˈzʋɛrnenʲːɐ]
зді́йснення	zdíjsnennja	[ˈzʲdʲii̯snenʲːɐ]
здоро́в'я	zdoróvʺja	[zdɔˈrɔu̯jɐ]
здрі́ти	zríty	[ˈzdʲrʲite]
зеле́ний	zelényj	[zeˈlɛnei̯]
земля́	zemljá	[zeˈmlʲɑ]
зерно́	zernó	/zɛrˈno/
зи́мородок	zýmorodok	[ˈzɪmɔrɔdɔk]
зло́чин	zlo	[ˈzlɔt͡ʃen]
зміст	zmist	[ˈzʲmʲist]
знання́	znannjá	[znɐˈnʲːɑ]
зна́ти	znáty	[ˈznɑte]
зна́чення	znáčennja	[ˈznɑt͡ʃenʲːɐ]
зно́ву	znóvu	[ˈznɔu̯ʊ]
золоти́й	zolotýj	[zɔlɔˈtɪi̯]
зо́лото	zóloto	[ˈzɔlɔtɔ]
зо́на	zóna	[ˈzɔnɐ]
зоопа́рк	zoo-	/zooˈpɑrk/
зо́шит	zóšyt	/ˈzɔʃɪt/
зрі́ти	zríty	[ˈzʲrʲite]
зрозумі́ти	zrozumíty	/zrɔzuˈmitɪ/
зу́стріч	zústrič	[ˈzustʲrʲit͡ʃ]
йо́га	jóha	[ˈjɔɦɐ]
кі́лькість	kílʹkistʹ	[ˈkʲilʲkʲisʲtʲ]
кі́лька	kílʹka	/ˈkilʲka/
кі́нчик	kínčyk	[ˈkʲint͡ʃek]
кінь	kinʹ	[ˈkʲinʲ]
