забождано	zabóždano	/zɐˈbɔʒd̪əno̝/
забожданото	zabóždanoto	/zɐˈbɔʒd̪əno̝t̪o̝/
забождат	zabóždat	/zɐˈbɔʒd̪ət̪/
забождате	zabóždate	/zɐˈbɔʒd̪ət̪ɛ/
забождах	zabóždah	/zɐˈbɔʒd̪əx/
забождаха	zabóždaha	/zɐˈbɔʒd̪əxə/
забождахме	zabóždahme	/zɐˈbɔʒd̪əxmɛ/
забождахте	zabóždahte	/zɐˈbɔʒd̪əxt̪ɛ/
забождаш	zabóždaš	/zɐˈbɔʒd̪əʃ/
забождаше	zabóždaše	/zɐˈbɔʒd̪əʃɛ/
забождащ	zabóždašt	/zɐˈbɔʒd̪əʃt̪/
забождаща	zabóždašta	/zɐˈbɔʒd̪əʃt̪ə/
забождащата	zabóždaštata	/zɐˈbɔʒd̪əʃt̪ət̪ə/
забождащи	zabóždašti	/zɐˈbɔʒd̪əʃt̪i/
забождащите	zabóždaštite	/zɐˈbɔʒd̪əʃt̪it̪ɛ/
забождащия	zabóždaštija	/zɐˈbɔʒd̪əʃt̪ijə/
забождащият	zabóždaštijat	/zɐˈbɔʒd̪əʃt̪ijət̪/
забождащо	zabóždašto	/zɐˈbɔʒd̪əʃt̪o̝/
забождащото	zabóždaštoto	/zɐˈbɔʒd̪əʃt̪o̝t̪o̝/
забол	zaból	/zɐˈbɔɫ/
забола	zabóla	/zɐˈbɔɫə/
заболата	zabólata	/zɐˈbɔɫət̪ə/
заболи	zabóli	/zɐˈbɔli/
заболите	zabólite	/zɐˈbɔlit̪ɛ/
заболия	zabólija	/zɐˈbɔlijə/
заболият	zabólijat	/zɐˈbɔlijət̪/
заболо	zabólo	/zɐˈbɔɫo̝/
заболото	zabóloto	/zɐˈbɔɫo̝t̪o̝/
забрава	zabráva	/zəˈbravə/
забравел	zabrável	/zɐˈbravɛɫ/
забравела	zabrávela	/zɐˈbravɛɫə/
забравели	zabráveli	/zɐˈbravɛli/
забравело	zabrávelo	/zɐˈbravɛɫo̝/
забравен	zabráven	/zɐˈbravɛn/
забравена	zabrávena	/zɐˈbravɛnə/
забравената	zabrávenata	/zɐˈbravɛnət̪ə/
забравени	zabráveni	/zɐˈbravɛni/
забравените	zabrávenite	/zɐˈbravɛnit̪ɛ/
забравения	zabrávenija	/zɐˈbravɛnijə/
забравеният	zabrávenijat	/zɐˈbravɛnijət̪/
забравено	zabráveno	/zɐˈbravɛno̝/
забравеното	zabrávenoto	/zɐˈbravɛno̝t̪o̝/
забравете	zabravéte	/zəbrɐˈvɛt̪ɛ/
забравех	zabráveh	/zɐˈbravɛx/
забравеха	zabráveha	/zɐˈbravɛxə/
забравехме	zabrávehme	/zɐˈbravɛxmɛ/
забравехте	zabrávehte	/zɐˈbravɛxt̪ɛ/
забравеше	zabráveše	/zɐˈbravɛʃɛ/
забрави	zabrávi	/zɐˈbravi/
забравил	zabrávil	/zɐˈbraviɫ/
забравила	zabrávila	/zɐˈbraviɫə/
забравилата	zabrávilata	/zɐˈbraviɫət̪ə/
забравили	zabrávili	/zɐˈbravili/
забравилите	zabrávilite	/zɐˈbravilit̪ɛ/
забравилия	zabrávilija	/zɐˈbravilijə/
забравилият	zabrávilijat	/zɐˈbravilijət̪/
забравило	zabrávilo	/zɐˈbraviɫo̝/
забравилото	zabráviloto	/zɐˈbraviɫo̝t̪o̝/
забравим	zabrávim	/zɐˈbravim/
забравите	zabrávite	/zɐˈbravit̪ɛ/
забравих	zabrávih	/zɐˈbravix/
забравиха	zabráviha	/zɐˈbravixə/
забравихме	zabrávihme	/zɐˈbravixmɛ/
забравихте	zabrávihte	/zɐˈbravixt̪ɛ/
забравиш	zabráviš	/zɐˈbraviʃ/
забравя	zabrávja	/zɐˈbravʲə/
забравяй	zabrávjaj	/zɐˈbravʲəj/
забравяйки	zabrávjajki	/zɐˈbravʲəjkʲi/
забравяйте	zabrávjajte	/zɐˈbravʲəjt̪ɛ/
забравял	zabrávjal	/zɐˈbravʲəɫ/
забравяла	zabrávjala	/zɐˈbravʲəɫə/
забравялата	zabrávjalata	/zɐˈbravʲəɫət̪ə/
забравяли	zabrávjali	/zɐˈbravʲəli/
забравялите	zabrávjalite	/zɐˈbravʲəlit̪ɛ/
забравялия	zabrávjalija	/zɐˈbravʲəlijə/
забравялият	zabrávjalijat	/zɐˈbravʲəlijət̪/
забравяло	zabrávjalo	/zɐˈbravʲəɫo̝/
забравялото	zabrávjaloto	/zɐˈbravʲəɫo̝t̪o̝/
забравям	zabrávjam	/zəˈbravʲəm/
забравяме	zabrávjame	/zɐˈbravʲəmɛ/
забравян	zabrávjan	/zɐˈbravʲən/
забравяна	zabrávjana	/zɐˈbravʲənə/
забравяната	zabrávjanata	/zɐˈbravʲənət̪ə/
забравяне	zabrávjane	/zɐˈbravʲənɛ/
забравянета	zabrávjaneta	/zɐˈbravʲənɛt̪ə/
забравянетата	zabrávjanetata	/zɐˈbravʲənɛt̪ət̪ə/
забравянето	zabrávjaneto	/zɐˈbravʲənɛt̪o̝/
забравяни	zabrávjani	/zɐˈbravʲəni/
забравяните	zabrávjanite	/zɐˈbravʲənit̪ɛ/
забравяния	zabrávjanija	/zɐˈbravʲənijə/
забравяният	zabrávjanijat	/zɐˈbravʲənijət̪/
забравянията	zabrávjanijata	/zɐˈbravʲənijət̪ə/
забравяно	zabrávjano	/zɐˈbravʲəno̝/
забравяното	zabrávjanoto	/zɐˈbravʲəno̝t̪o̝/
забравят	zabrávjat	/zɐˈbravʲət̪/
забравяте	zabrávjate	/zɐˈbravʲət̪ɛ/
забравях	zabrávjah	/zɐˈbravʲəx/
забравяха	zabrávjaha	/zɐˈbravʲəxə/
забравяхме	zabrávjahme	/zɐˈbravʲəxmɛ/
забравяхте	zabrávjahte	/zɐˈbravʲəxt̪ɛ/
забравяш	zabrávjaš	/zɐˈbravʲəʃ/
забравяше	zabrávjaše	/zɐˈbravʲəʃɛ/
забравящ	zabrávjašt	/zɐˈbravʲəʃt̪/
забравяща	zabrávjašta	/zɐˈbravʲəʃt̪ə/
забравящата	zabrávjaštata	/zɐˈbravʲəʃt̪ət̪ə/
забравящи	zabrávjašti	/zɐˈbravʲəʃt̪i/
забравящите	zabrávjaštite	/zɐˈbravʲəʃt̪it̪ɛ/
забравящия	zabrávjaštija	/zɐˈbravʲəʃt̪ijə/
забравящият	zabrávjaštijat	/zɐˈbravʲəʃt̪ijət̪/
забравящо	zabrávjašto	/zɐˈbravʲəʃt̪o̝/
забравящото	zabrávjaštoto	/zɐˈbravʲəʃt̪o̝t̪o̝/
забрана	zabrána	/zəˈbranə/
забранели	zabranéli	/zəbrɐˈnɛli/
забранен	zabranén	/zəbrɐˈnɛn/
забранена	zabranéna	/zəbrɐˈnɛnə/
забранената	zabranénata	/zəbrɐˈnɛnət̪ə/
забранени	zabranéni	/zəbrɐˈnɛni/
забранените	zabranénite	/zəbrɐˈnɛnit̪ɛ/
забранения	zabranénija	/zəbrɐˈnɛnijə/
забраненият	zabranénijat	/zəbrɐˈnɛnijət̪/
забранено	zabranéno	/zəbrɐˈnɛno̝/
забраненото	zabranénoto	/zəbrɐˈnɛno̝t̪o̝/
забранете	zabranéte	/zəbrɐˈnɛt̪ɛ/
забранеше	zabranéše	/zəbrɐˈnɛʃɛ/
забрани	zabrani	/zɐˈbrani/
забранил	zabraníl	/zəbrɐˈniɫ/
забранила	zabraníla	/zəbrɐˈniɫə/
забранилата	zabranílata	/zəbrɐˈniɫət̪ə/
забранили	zabraníli	/zəbrɐˈnili/
забранилите	zabranílite	/zəbrɐˈnilit̪ɛ/
забранилия	zabranílija	/zəbrɐˈnilijə/
забранилият	zabranílijat	/zəbrɐˈnilijət̪/
забранило	zabranílo	/zəbrɐˈniɫo̝/
забранилото	zabraníloto	/zəbrɐˈniɫo̝t̪o̝/
забраним	zabraním	/zəbrɐˈnim/
забраните	zabranite	/zɐˈbranit̪ɛ/
забранителен	zabranítelen	/zəbrəˈnitɛlɛn/
забраних	zabraníh	/zəbrɐˈnix/
забраниха	zabraníha	/zəbrɐˈnixə/
забранихме	zabraníhme	/zəbrɐˈnixmɛ/
забранихте	zabraníhte	/zəbrɐˈnixt̪ɛ/
забраниш	zabraníš	/zəbrɐˈniʃ/
забраня	zabranjá	/zəbrəˈnʲɤ/
забранява	zabranjáva	/zəbrɐˈnʲavə/
забранявай	zabranjávaj	/zəbrɐˈnʲavəj/
забранявайки	zabranjávajki	/zəbrɐˈnʲavəjkʲi/
забранявайте	zabranjávajte	/zəbrɐˈnʲavəjt̪ɛ/
забранявал	zabranjával	/zəbrɐˈnʲavəɫ/
забранявала	zabranjávala	/zəbrɐˈnʲavəɫə/
забранявалата	zabranjávalata	/zəbrɐˈnʲavəɫət̪ə/
забранявали	zabranjávali	/zəbrɐˈnʲavəli/
забранявалите	zabranjávalite	/zəbrɐˈnʲavəlit̪ɛ/
забранявалия	zabranjávalija	/zəbrɐˈnʲavəlijə/
забранявалият	zabranjávalijat	/zəbrɐˈnʲavəlijət̪/
забранявало	zabranjávalo	/zəbrɐˈnʲavəɫo̝/
забранявалото	zabranjávaloto	/zəbrɐˈnʲavəɫo̝t̪o̝/
забранявам	zabranjávam	/zəbrəˈnʲavəm/
забраняваме	zabranjávame	/zəbrɐˈnʲavəmɛ/
забраняван	zabranjávan	/zəbrɐˈnʲavən/
забранявана	zabranjávana	/zəbrɐˈnʲavənə/
забраняваната	zabranjávanata	/zəbrɐˈnʲavənət̪ə/
забраняване	zabranjávane	/zəbrɐˈnʲavənɛ/
забраняванета	zabranjávaneta	/zəbrɐˈnʲavənɛt̪ə/
забраняванетата	zabranjávanetata	/zəbrɐˈnʲavənɛt̪ət̪ə/
забраняването	zabranjávaneto	/zəbrɐˈnʲavənɛt̪o̝/
забранявани	zabranjávani	/zəbrɐˈnʲavəni/
забраняваните	zabranjávanite	/zəbrɐˈnʲavənit̪ɛ/
забранявания	zabranjávanija	/zəbrɐˈnʲavənijə/
забраняваният	zabranjávanijat	/zəbrɐˈnʲavənijət̪/
забраняванията	zabranjávanijata	/zəbrɐˈnʲavənijət̪ə/
забранявано	zabranjávano	/zəbrɐˈnʲavəno̝/
забраняваното	zabranjávanoto	/zəbrɐˈnʲavəno̝t̪o̝/
забраняват	zabranjávat	/zəbrɐˈnʲavət̪/
забранявате	zabranjávate	/zəbrɐˈnʲavət̪ɛ/
забранявах	zabranjávah	/zəbrɐˈnʲavəx/
забраняваха	zabranjávaha	/zəbrɐˈnʲavəxə/
забранявахме	zabranjávahme	/zəbrɐˈnʲavəxmɛ/
забранявахте	zabranjávahte	/zəbrɐˈnʲavəxt̪ɛ/
забраняваш	zabranjávaš	/zəbrɐˈnʲavəʃ/
забраняваше	zabranjávaše	/zəbrɐˈnʲavəʃɛ/
забраняващ	zabranjávašt	/zəbrɐˈnʲavəʃt̪/
забраняваща	zabranjávašta	/zəbrɐˈnʲavəʃt̪ə/
забраняващата	zabranjávaštata	/zəbrɐˈnʲavəʃt̪ət̪ə/
забраняващи	zabranjávašti	/zəbrɐˈnʲavəʃt̪i/
забраняващите	zabranjávaštite	/zəbrɐˈnʲavəʃt̪it̪ɛ/
забраняващия	zabranjávaštija	/zəbrɐˈnʲavəʃt̪ijə/
забраняващият	zabranjávaštijat	/zəbrɐˈnʲavəʃt̪ijət̪/
забраняващо	zabranjávašto	/zəbrɐˈnʲavəʃt̪o̝/
забраняващото	zabranjávaštoto	/zəbrɐˈnʲavəʃt̪o̝t̪o̝/
забранял	zabranjál	/zəbrɐˈnʲaɫ/
забраняла	zabranjála	/zəbrɐˈnʲaɫə/
забраняло	zabranjálo	/zəbrɐˈnʲaɫo̝/
забранят	zabranját	/zəbrɐˈnʲɤt̪/
забранях	zabranjáh	/zəbrɐˈnʲax/
вилица	vilica	[vilʲit͡sa]
натоварване	natovarvane	/natɔˈvarvanɛ/
фъстъ̀к	fǎstǎ̀k	[fəˈstɤk]
шебо̀й	šebòj	[ʃeˈbɔj]
шибо̀й	šebòj	[ʃiˈbɔj]
вещер	vešter	/ˈvɛʃtɛr/
ракия	rakija	[raˈkʲija]
диамант	diamant	/diaˈmant/
тога̀вашен	togava	/tɔɡavaʃen/
турцизъм	turcizǎm	/ˌturˈt͡sizɤm/
синьо	sínjo	/ˈsinʲo/
зареждам	zaréždam	/zəˈrɛʒd̪əm/
безделнича	bezdélnicha	/bɛzˈd̪ɛɫnitʃə/
ноември	noémvri	/noˈɛmvri/
този	tózi	/ˈt̪ɔzi/
домета	dometá	/dɔmɛˈtə/
начета	nachetá	/nətʃɛˈt̪ɤ/
домитам	domítam	/dɔˈmitam/
начитам	nachítam	/nɐˈtʃit̪əm/
надонасям	nadonásyam	/nəd̪oˈnasʲəm/
забраняха	zabranjáha	/zəbrɐˈnʲaxə/
забраняхме	zabranjáhme	/zəbrɐˈnʲaxmɛ/
забраняхте	zabranjáhte	/zəbrɐˈnʲaxt̪ɛ/
забременее	zabremenée	/zəbrɛmɛˈnɛɛ/
забременеел	zabremenéel	/zəbrɛmɛˈnɛɛɫ/
забременеела	zabremenéela	/zəbrɛmɛˈnɛɛɫə/
забременеели	zabremenéeli	/zəbrɛmɛˈnɛɛli/
забременеело	zabremenéelo	/zəbrɛmɛˈnɛɛɫo̝/
забременеем	zabremenéem	/zəbrɛmɛˈnɛɛm/
забременеете	zabremenéete	/zəbrɛmɛˈnɛɛt̪ɛ/
забременеех	zabremenéeh	/zəbrɛmɛˈnɛɛx/
забременееха	zabremenéeha	/zəbrɛmɛˈnɛɛxə/
забременеехме	zabremenéehme	/zəbrɛmɛˈnɛɛxmɛ/
забременеехте	zabremenéehte	/zəbrɛmɛˈnɛɛxt̪ɛ/
забременееш	zabremenéeš	/zəbrɛmɛˈnɛɛʃ/
забременееше	zabremenéeše	/zəbrɛmɛˈnɛɛʃɛ/
забременей	zabremenéj	/zəbrɛmɛˈnɛj/
забременейте	zabremenéjte	/zəbrɛmɛˈnɛjt̪ɛ/
забременели	zabremenéli	/zəbrɛmɛˈnɛli/
забременелите	zabremenélite	/zəbrɛmɛˈnɛlit̪ɛ/
забременелия	zabremenélija	/zəbrɛmɛˈnɛlijə/
забременелият	zabremenélijat	/zəbrɛmɛˈnɛlijət̪/
забременея	zabremenéja	/zəbrɛmɛˈnɛjə/
забременеят	zabremenéjat	/zəbrɛmɛˈnɛjət̪/
забременя	zabremenjá	/zəbrɛmɛˈnʲa/
забременява	zabremenjáva	/zəbrɛmɛˈnʲavə/
забременявай	zabremenjávaj	/zəbrɛmɛˈnʲavəj/
забременявайки	zabremenjávajki	/zəbrɛmɛˈnʲavəjkʲi/
забременявайте	zabremenjávajte	/zəbrɛmɛˈnʲavəjt̪ɛ/
забременявал	zabremenjával	/zəbrɛmɛˈnʲavəɫ/
забременявала	zabremenjávala	/zəbrɛmɛˈnʲavəɫə/
забременявалата	zabremenjávalata	/zəbrɛmɛˈnʲavəɫət̪ə/
забременявали	zabremenjávali	/zəbrɛmɛˈnʲavəli/
забременявалите	zabremenjávalite	/zəbrɛmɛˈnʲavəlit̪ɛ/
забременявалия	zabremenjávalija	/zəbrɛmɛˈnʲavəlijə/
забременявалият	zabremenjávalijat	/zəbrɛmɛˈnʲavəlijət̪/
забременявало	zabremenjávalo	/zəbrɛmɛˈnʲavəɫo̝/
забременявалото	zabremenjávaloto	/zəbrɛmɛˈnʲavəɫo̝t̪o̝/
забременявам	zabremenjávam	/zəbrɛmɛˈnʲavəm/
забременяваме	zabremenjávame	/zəbrɛmɛˈnʲavəmɛ/
забременяване	zabremenjávane	/zəbrɛmɛˈnʲavənɛ/
забременяванета	zabremenjávaneta	/zəbrɛmɛˈnʲavənɛt̪ə/
забременяванетата	zabremenjávanetata	/zəbrɛmɛˈnʲavənɛt̪ət̪ə/
забременяването	zabremenjávaneto	/zəbrɛmɛˈnʲavənɛt̪o̝/
забременявания	zabremenjávanija	/zəbrɛmɛˈnʲavənijə/
забременяванията	zabremenjávanijata	/zəbrɛmɛˈnʲavənijət̪ə/
забременяват	zabremenjávat	/zəbrɛmɛˈnʲavət̪/
забременявате	zabremenjávate	/zəbrɛmɛˈnʲavət̪ɛ/
забременявах	zabremenjávah	/zəbrɛmɛˈnʲavəx/
забременяваха	zabremenjávaha	/zəbrɛmɛˈnʲavəxə/
забременявахме	zabremenjávahme	/zəbrɛmɛˈnʲavəxmɛ/
забременявахте	zabremenjávahte	/zəbrɛmɛˈnʲavəxt̪ɛ/
забременяваш	zabremenjávaš	/zəbrɛmɛˈnʲavəʃ/
забременяваше	zabremenjávaše	/zəbrɛmɛˈnʲavəʃɛ/
забременяващ	zabremenjávašt	/zəbrɛmɛˈnʲavəʃt̪/
забременяваща	zabremenjávašta	/zəbrɛmɛˈnʲavəʃt̪ə/
забременяващата	zabremenjávaštata	/zəbrɛmɛˈnʲavəʃt̪ət̪ə/
забременяващи	zabremenjávašti	/zəbrɛmɛˈnʲavəʃt̪i/
забременяващите	zabremenjávaštite	/zəbrɛmɛˈnʲavəʃt̪it̪ɛ/
забременяващия	zabremenjávaštija	/zəbrɛmɛˈnʲavəʃt̪ijə/
забременяващият	zabremenjávaštijat	/zəbrɛmɛˈnʲavəʃt̪ijət̪/
забременяващо	zabremenjávašto	/zəbrɛmɛˈnʲavəʃt̪o̝/
забременяващото	zabremenjávaštoto	/zəbrɛmɛˈnʲavəʃt̪o̝t̪o̝/
забременял	zabremenjál	/zəbrɛmɛˈnʲaɫ/
забременяла	zabremenjála	/zəbrɛmɛˈnʲaɫə/
забременялата	zabremenjálata	/zəbrɛmɛˈnʲaɫət̪ə/
забременяло	zabremenjálo	/zəbrɛmɛˈnʲaɫo̝/
забременялото	zabremenjáloto	/zəbrɛmɛˈnʲaɫo̝t̪o̝/
забременях	zabremenjáh	/zəbrɛmɛˈnʲax/
забременяха	zabremenjáha	/zəbrɛmɛˈnʲaxə/
забременяхме	zabremenjáhme	/zəbrɛmɛˈnʲaxmɛ/
забременяхте	zabremenjáhte	/zəbrɛmɛˈnʲaxt̪ɛ/
заведа	zavedá	/zavɛˈdə/
заведат	zavedát	/zəvɛˈd̪ɤt̪/
заведе	zavedé	/zəvɛˈd̪ɛ/
заведели	zavedéli	/zəvɛˈd̪ɛli/
заведем	zavedém	/zəvɛˈd̪ɛm/
заведен	zavéden	/zɐˈvɛd̪ɛn/
заведена	zavédena	/zɐˈvɛd̪ɛnə/
заведената	zavédenata	/zɐˈvɛd̪ɛnət̪ə/
заведени	zavédeni	/zɐˈvɛd̪ɛni/
заведените	zavédenite	/zɐˈvɛd̪ɛnit̪ɛ/
заведения	zavédenija	/zɐˈvɛd̪ɛnijə/
заведеният	zavédenijat	/zɐˈvɛd̪ɛnijət̪/
заведено	zavédeno	/zɐˈvɛd̪ɛno̝/
заведеното	zavédenoto	/zɐˈvɛd̪ɛno̝t̪o̝/
заведете	zavedéte	/zəvɛˈd̪ɛt̪ɛ/
заведеш	zavedéš	/zəvɛˈd̪ɛʃ/
заведеше	zavedéše	/zəvɛˈd̪ɛʃɛ/
заведи	zavedí	/zəvɛˈd̪i/
заведох	zavédoh	/zɐˈvɛd̪o̝x/
заведоха	zavédoha	/zɐˈvɛd̪o̝xə/
заведохме	zavédohme	/zɐˈvɛd̪o̝xmɛ/
заведохте	zavédohte	/zɐˈvɛd̪o̝xt̪ɛ/
заведял	zavedjál	/zəvɛˈdʲaɫ/
заведяла	zavedjála	/zəvɛˈdʲaɫə/
заведяло	zavedjálo	/zəvɛˈdʲaɫo̝/
заведях	zavedjáh	/zəvɛˈdʲax/
заведяха	zavedjáha	/zəvɛˈdʲaxə/
заведяхме	zavedjáhme	/zəvɛˈdʲaxmɛ/
заведяхте	zavedjáhte	/zəvɛˈdʲaxt̪ɛ/
завежда	zavéžda	/zɐˈvɛʒd̪ə/
завеждай	zavéždaj	/zɐˈvɛʒd̪əj/
завеждайки	zavéždajki	/zɐˈvɛʒd̪əjkʲi/
завеждайте	zavéždajte	/zɐˈvɛʒd̪əjt̪ɛ/
завеждал	zavéždal	/zɐˈvɛʒd̪əɫ/
завеждала	zavéždala	/zɐˈvɛʒd̪əɫə/
завеждалата	zavéždalata	/zɐˈvɛʒd̪əɫət̪ə/
завеждали	zavéždali	/zɐˈvɛʒd̪əli/
завеждалите	zavéždalite	/zɐˈvɛʒd̪əlit̪ɛ/
завеждалия	zavéždalija	/zɐˈvɛʒd̪əlijə/
завеждалият	zavéždalijat	/zɐˈvɛʒd̪əlijət̪/
завеждало	zavéždalo	/zɐˈvɛʒd̪əɫo̝/
завеждалото	zavéždaloto	/zɐˈvɛʒd̪əɫo̝t̪o̝/
завеждам	zavéždam	/zaˈvɛʒdam/
завеждаме	zavéždame	/zɐˈvɛʒd̪əmɛ/
завеждан	zavéždan	/zɐˈvɛʒd̪ən/
завеждана	zavéždana	/zɐˈvɛʒd̪ənə/
завежданата	zavéždanata	/zɐˈvɛʒd̪ənət̪ə/
завеждане	zavéždane	/zɐˈvɛʒd̪ənɛ/
завежданета	zavéždaneta	/zɐˈvɛʒd̪ənɛt̪ə/
завежданетата	zavéždanetata	/zɐˈvɛʒd̪ənɛt̪ət̪ə/
завеждането	zavéždaneto	/zɐˈvɛʒd̪ənɛt̪o̝/
завеждани	zavéždani	/zɐˈvɛʒd̪əni/
завежданите	zavéždanite	/zɐˈvɛʒd̪ənit̪ɛ/
завеждания	zavéždanija	/zɐˈvɛʒd̪ənijə/
завежданият	zavéždanijat	/zɐˈvɛʒd̪ənijət̪/
завежданията	zavéždanijata	/zɐˈvɛʒd̪ənijət̪ə/
завеждано	zavéždano	/zɐˈvɛʒd̪əno̝/
завежданото	zavéždanoto	/zɐˈvɛʒd̪əno̝t̪o̝/
завеждат	zavéždat	/zɐˈvɛʒd̪ət̪/
завеждате	zavéždate	/zɐˈvɛʒd̪ət̪ɛ/
завеждах	zavéždah	/zɐˈvɛʒd̪əx/
завеждаха	zavéždaha	/zɐˈvɛʒd̪əxə/
завеждахме	zavéždahme	/zɐˈvɛʒd̪əxmɛ/
завеждахте	zavéždahte	/zɐˈvɛʒd̪əxt̪ɛ/
завеждаш	zavéždaš	/zɐˈvɛʒd̪əʃ/
завеждаше	zavéždaše	/zɐˈvɛʒd̪əʃɛ/
завеждащ	zavéždašt	/zɐˈvɛʒd̪əʃt̪/
завеждаща	zavéždašta	/zɐˈvɛʒd̪əʃt̪ə/
завеждащата	zavéždaštata	/zɐˈvɛʒd̪əʃt̪ət̪ə/
завеждащи	zavéždašti	/zɐˈvɛʒd̪əʃt̪i/
завеждащите	zavéždaštite	/zɐˈvɛʒd̪əʃt̪it̪ɛ/
завеждащия	zavéždaštija	/zɐˈvɛʒd̪əʃt̪ijə/
завеждащият	zavéždaštijat	/zɐˈvɛʒd̪əʃt̪ijət̪/
завеждащо	zavéždašto	/zɐˈvɛʒd̪əʃt̪o̝/
завеждащото	zavéždaštoto	/zɐˈvɛʒd̪əʃt̪o̝t̪o̝/
завел	zavél	/zɐˈvɛɫ/
завела	zavéla	/zɐˈvɛɫə/
завелата	zavélata	/zɐˈvɛɫət̪ə/
завели	zavéli	/zɐˈvɛli/
завелите	zavélite	/zɐˈvɛlit̪ɛ/
завелия	zavélija	/zɐˈvɛlijə/
завелият	zavélijat	/zɐˈvɛlijət̪/
завело	zavélo	/zɐˈvɛɫo̝/
завелото	zavéloto	/zɐˈvɛɫo̝t̪o̝/
завира	zavíra	/zɐˈviɾə/
завирай	zavíraj	/zɐˈviɾəj/
завирайки	zavírajki	/zɐˈviɾəjkʲi/
завирайте	zavírajte	/zɐˈviɾəjt̪ɛ/
завирал	zavíral	/zɐˈviɾəɫ/
завирала	zavírala	/zɐˈviɾəɫə/
завиралата	zavíralata	/zɐˈviɾəɫət̪ə/
завирали	zavírali	/zɐˈviɾəli/
завиралите	zavíralite	/zɐˈviɾəlit̪ɛ/
завиралия	zavíralija	/zɐˈviɾəlijə/
завиралият	zavíralijat	/zɐˈviɾəlijət̪/
завирало	zavíralo	/zɐˈviɾəɫo̝/
завиралото	zavíraloto	/zɐˈviɾəɫo̝t̪o̝/
завирам	zavíram	/zəˈvirəm/
завираме	zavírame	/zɐˈviɾəmɛ/
завиран	zavíran	/zɐˈviɾən/
завирана	zavírana	/zɐˈviɾənə/
завираната	zavíranata	/zɐˈviɾənət̪ə/
завиране	zavírane	/zɐˈviɾənɛ/
завиранета	zavíraneta	/zɐˈviɾənɛt̪ə/
завиранетата	zavíranetata	/zɐˈviɾənɛt̪ət̪ə/
завирането	zavíraneto	/zɐˈviɾənɛt̪o̝/
завирани	zavírani	/zɐˈviɾəni/
завираните	zavíranite	/zɐˈviɾənit̪ɛ/
завирания	zavíranija	/zɐˈviɾənijə/
завираният	zavíranijat	/zɐˈviɾənijət̪/
завиранията	zavíranijata	/zɐˈviɾənijət̪ə/
завирано	zavírano	/zɐˈviɾəno̝/
завираното	zavíranoto	/zɐˈviɾəno̝t̪o̝/
завират	zavírat	/zɐˈviɾət̪/
завирате	zavírate	/zɐˈviɾət̪ɛ/
завирах	zavírah	/zɐˈviɾəx/
завираха	zavíraha	/zɐˈviɾəxə/
завирахме	zavírahme	/zɐˈviɾəxmɛ/
завирахте	zavírahte	/zɐˈviɾəxt̪ɛ/
завираш	zavíraš	/zɐˈviɾəʃ/
завираше	zavíraše	/zɐˈviɾəʃɛ/
завиращ	zavírašt	/zɐˈviɾəʃt̪/
завираща	zavírašta	/zɐˈviɾəʃt̪ə/
завиращата	zavíraštata	/zɐˈviɾəʃt̪ət̪ə/
завиращи	zavírašti	/zɐˈviɾəʃt̪i/
завиращите	zavíraštite	/zɐˈviɾəʃt̪it̪ɛ/
завиращия	zavíraštija	/zɐˈviɾəʃt̪ijə/
завиращият	zavíraštijat	/zɐˈviɾəʃt̪ijət̪/
вилица	vilica	[vilʲit͡sa]
натоварване	natovarvane	/natɔˈvarvanɛ/
фъстъ̀к	fǎstǎ̀k	[fəˈstɤk]
шебо̀й	šebòj	[ʃeˈbɔj]
шибо̀й	šebòj	[ʃiˈbɔj]
вещер	vešter	/ˈvɛʃtɛr/
ракия	rakija	[raˈkʲija]
диамант	diamant	/diaˈmant/
тога̀вашен	togava	/tɔɡavaʃen/
турцизъм	turcizǎm	/ˌturˈt͡sizɤm/
синьо	sínjo	/ˈsinʲo/
зареждам	zaréždam	/zəˈrɛʒd̪əm/
безделнича	bezdélnicha	/bɛzˈd̪ɛɫnitʃə/
ноември	noémvri	/noˈɛmvri/
този	tózi	/ˈt̪ɔzi/
домета	dometá	/dɔmɛˈtə/
начета	nachetá	/nətʃɛˈt̪ɤ/
домитам	domítam	/dɔˈmitam/
начитам	nachítam	/nɐˈtʃit̪əm/
надонасям	nadonásyam	/nəd̪oˈnasʲəm/
завиращо	zavírašto	/zɐˈviɾəʃt̪o̝/
завиращото	zavíraštoto	/zɐˈviɾəʃt̪o̝t̪o̝/
завлека	zavleká	/zəvlɛˈkə/
завлекат	zavlekát	/zəvlɛˈkɤt̪/
завлекли	zavlékli	/zɐˈvlɛkli/
завлеклите	zavléklite	/zɐˈvlɛklit̪ɛ/
завлеклия	zavléklija	/zɐˈvlɛklijə/
завлеклият	zavléklijat	/zɐˈvlɛklijət̪/
завлечал	zavlečál	/zəvlɛˈtʃaɫ/
завлечала	zavlečála	/zəvlɛˈtʃaɫə/
завлечали	zavlečáli	/zəvlɛˈtʃali/
завлечало	zavlečálo	/zəvlɛˈtʃaɫo̝/
завлечах	zavlečáh	/zəvlɛˈtʃax/
завлечаха	zavlečáha	/zəvlɛˈtʃaxə/
завлечахме	zavlečáhme	/zəvlɛˈtʃaxmɛ/
завлечахте	zavlečáhte	/zəvlɛˈtʃaxt̪ɛ/
завлече	zavlečé	/zəvlɛˈtʃɛ/
